Date,Time,Actual,Predicted
2024-03-04,19:27:00,8.25,20.930525
2024-02-07,00:07:00,20.89,0.005051716
2024-04-07,21:26:00,0.093,93.089645
2024-06-07,23:11:00,0.626,163.60875
2024-04-03,19:45:00,0.25,40.51064
2024-04-01,21:18:00,0.847,139.0692
2024-04-03,21:41:00,7.98,8.3707695
2024-02-02,22:00:00,0.047,29.059374
2024-05-07,18:19:00,200.23,233.84596
2024-06-06,10:28:00,99.37,250.95355
2024-02-02,22:10:00,10.303,63.036526
2024-02-07,00:54:00,0.72,0.0057834415
2024-04-02,22:28:00,8.843,19.89962
2024-03-02,22:01:00,8.8,17.569191
2024-04-04,12:52:00,163.293,272.23068
2024-02-02,21:42:00,10.703,31.790651
2024-04-03,21:37:00,19.073,16.496336
2024-04-02,23:00:00,0.843,13.820377
2024-02-04,22:58:00,19.277,17.429443
2024-02-07,04:13:00,20.973,1772.237
2024-02-06,13:20:00,3277.0,939.3021
2024-03-04,21:18:00,0.203,9.920706
2024-04-03,19:51:00,0.063,6.9720645
2024-03-02,22:51:00,50.544,7.549962
2024-04-03,22:27:00,0.03,7.079594
2024-04-07,21:49:00,19.27,85.03165
2024-02-03,21:58:00,9.96,14.644206
2024-05-07,09:58:00,218.943,290.55838
2024-04-04,19:34:00,0.284,32.14583
2024-06-04,14:54:00,9.776,250.59436
2024-04-05,23:28:00,0.127,7.8357744
2024-04-06,23:30:00,21.936,17.221949
2024-07-03,20:11:00,20.27,72.95546
2024-04-04,08:03:00,20.56,96.608696
2024-04-03,21:04:00,230.733,16.63786
2024-06-03,15:34:00,239.913,292.12112
2024-04-03,22:56:00,10.223,5.759642
2024-05-04,23:52:00,50.843,15.617051
2024-06-06,22:26:00,11.0,109.99821
2024-02-04,22:11:00,9.9,32.130352
2024-05-05,21:53:00,179.78,77.238235
2024-04-04,19:48:00,360.494,26.121803
2024-04-04,22:36:00,0.656,8.562662
2024-07-06,11:15:00,40.033,108.24888
2024-03-04,08:56:00,40.57,294.63385
2024-02-03,22:18:00,0.846,12.647031
2024-06-05,10:24:00,90.0,353.82507
2024-03-05,10:45:00,20.29,498.6011
2024-02-05,22:46:00,10.87,35.706486
2024-06-03,13:15:00,20.32,457.5409
2024-04-06,12:06:00,259.933,239.14116
2024-04-03,17:18:00,30.113,119.82401
2024-06-04,22:04:00,0.314,54.167923
2024-04-06,21:30:00,240.26,35.26154
2024-04-04,18:30:00,289.07,46.68931
2024-02-03,22:34:00,19.003,37.442986
2024-07-02,21:37:00,1.457,59.494816
2024-02-03,21:55:00,0.14,48.463833
2024-03-05,22:12:00,59.896,13.55035
2024-03-04,23:26:00,119.49,4.692101
2024-03-06,18:56:00,89.7,67.50277
2024-04-03,21:11:00,549.033,20.927864
2024-03-04,22:28:00,0.046,6.326698
2024-04-03,22:07:00,18.763,12.322879
2024-05-06,17:22:00,20.154,249.09436
2024-02-07,01:02:00,67.243,234.8316
2024-04-04,20:23:00,9.186,21.445433
2024-04-02,19:15:00,1.564,15.252617
2024-04-01,21:13:00,10.327,144.17061
